ID	VNUM
3180	Pogromca Nieb. Smoka+0
3181	Pogromca Nieb. Smoka+1
3182	Pogromca Nieb. Smoka+2
3183	Pogromca Nieb. Smoka+3
3184	Pogromca Nieb. Smoka+4
3185	Pogromca Nieb. Smoka+5
3186	Pogromca Nieb. Smoka+6
3187	Pogromca Nieb. Smoka+7
3188	Pogromca Nieb. Smoka+8
3189	Pogromca Nieb. Smoka+9
3190	Ostrze Słońca+0
3191	Ostrze Słońca+1
3192	Ostrze Słońca+2
3193	Ostrze Słońca+3
3194	Ostrze Słońca+4
3195	Ostrze Słońca+5
3196	Ostrze Słońca+6
3197	Ostrze Słońca+7
3198	Ostrze Słońca+8
3199	Ostrze Słońca+9
3200	Ostrze Boga Smoków+0
3201	Ostrze Boga Smoków+1
3202	Ostrze Boga Smoków+2
3203	Ostrze Boga Smoków+3
3204	Ostrze Boga Smoków+4
3205	Ostrze Boga Smoków+5
3206	Ostrze Boga Smoków+6
3207	Ostrze Boga Smoków+7
3208	Ostrze Boga Smoków+8
3209	Ostrze Boga Smoków+9
3210	Ostrze Z Czerw. Stali+0
3211	Ostrze Z Czerw. Stali+1
3212	Ostrze Z Czerw. Stali+2
3213	Ostrze Z Czerw. Stali+3
3214	Ostrze Z Czerw. Stali+4
3215	Ostrze Z Czerw. Stali+5
3216	Ostrze Z Czerw. Stali+6
3217	Ostrze Z Czerw. Stali+7
3218	Ostrze Z Czerw. Stali+8
3219	Ostrze Z Czerw. Stali+9
4000	Amija+0
4001	Amija+1
4002	Amija+2
4003	Amija+3
4004	Amija+4
4005	Amija+5
4006	Amija+6
4007	Amija+7
4008	Amija+8
4009	Amija+9
4010	Dziewięć Ostrzy+0
4011	Dziewięć Ostrzy+1
4012	Dziewięć Ostrzy+2
4013	Dziewięć Ostrzy+3
4014	Dziewięć Ostrzy+4
4015	Dziewięć Ostrzy+5
4016	Dziewięć Ostrzy+6
4017	Dziewięć Ostrzy+7
4018	Dziewięć Ostrzy+8
4019	Dziewięć Ostrzy+9
4020	Krótki Nóż+0
4021	Krótki Nóż+1
4022	Krótki Nóż+2
4023	Krótki Nóż+3
4024	Krótki Nóż+4
4025	Krótki Nóż+5
4026	Krótki Nóż+6
4027	Krótki Nóż+7
4028	Krótki Nóż+8
4029	Krótki Nóż+9
4030	Księżycowy Podw. Nóż+0
4031	Księżycowy Podw. Nóż+1
4032	Księżycowy Podw. Nóż+2
4033	Księżycowy Podw. Nóż+3
4034	Księżycowy Podw. Nóż+4
4035	Księżycowy Podw. Nóż+5
4036	Księżycowy Podw. Nóż+6
4037	Księżycowy Podw. Nóż+7
4038	Księżycowy Podw. Nóż+8
4039	Księżycowy Podw. Nóż+9
4040	Bezduszny Nóż+0
4041	Bezduszny Nóż+1
4042	Bezduszny Nóż+2
4043	Bezduszny Nóż+3
4044	Bezduszny Nóż+4
4045	Bezduszny Nóż+5
4046	Bezduszny Nóż+6
4047	Bezduszny Nóż+7
4048	Bezduszny Nóż+8
4049	Bezduszny Nóż+9
5000	Miedziany Dzwon+0
5001	Miedziany Dzwon+1
5002	Miedziany Dzwon+2
5003	Miedziany Dzwon+3
5004	Miedziany Dzwon+4
5005	Miedziany Dzwon+5
5006	Miedziany Dzwon+6
5007	Miedziany Dzwon+7
5008	Miedziany Dzwon+8
5009	Miedziany Dzwon+9
5010	Srebrny Dzwon+0
5011	Srebrny Dzwon+1
5012	Srebrny Dzwon+2
5013	Srebrny Dzwon+3
5014	Srebrny Dzwon+4
5015	Srebrny Dzwon+5
5016	Srebrny Dzwon+6
5017	Srebrny Dzwon+7
5018	Srebrny Dzwon+8
5019	Srebrny Dzwon+9
5020	Złoty Dzwon+0
5021	Złoty Dzwon+1
5022	Złoty Dzwon+2
5023	Złoty Dzwon+3
5024	Złoty Dzwon+4
5025	Złoty Dzwon+5
5026	Złoty Dzwon+6
5027	Złoty Dzwon+7
5028	Złoty Dzwon+8
5029	Złoty Dzwon+9
5030	Jadeitowy Dzwon+0
5031	Jadeitowy Dzwon+1
5032	Jadeitowy Dzwon+2
5033	Jadeitowy Dzwon+3
5034	Jadeitowy Dzwon+4
5035	Jadeitowy Dzwon+5
5036	Jadeitowy Dzwon+6
5037	Jadeitowy Dzwon+7
5038	Jadeitowy Dzwon+8
5039	Jadeitowy Dzwon+9
5040	Dzwon Fontanny+0
5041	Dzwon Fontanny+1
5042	Dzwon Fontanny+2
5043	Dzwon Fontanny+3
5044	Dzwon Fontanny+4
5045	Dzwon Fontanny+5
5046	Dzwon Fontanny+6
5047	Dzwon Fontanny+7
5048	Dzwon Fontanny+8
5049	Dzwon Fontanny+9
5050	Morelowy Dzwon+0
5051	Morelowy Dzwon+1
5052	Morelowy Dzwon+2
5053	Morelowy Dzwon+3
5054	Morelowy Dzwon+4
5055	Morelowy Dzwon+5
5056	Morelowy Dzwon+6
5057	Morelowy Dzwon+7
5058	Morelowy Dzwon+8
5059	Morelowy Dzwon+9
5060	Magiczny Dzwon+0
5061	Magiczny Dzwon+1
5062	Magiczny Dzwon+2
5063	Magiczny Dzwon+3
5064	Magiczny Dzwon+4
5065	Magiczny Dzwon+5
5066	Magiczny Dzwon+6
5067	Magiczny Dzwon+7
5068	Magiczny Dzwon+8
5069	Magiczny Dzwon+9
5070	Złoty Robaczy Dzwon+0
5071	Złoty Robaczy Dzwon+1
5072	Złoty Robaczy Dzwon+2
5073	Złoty Robaczy Dzwon+3
5074	Złoty Robaczy Dzwon+4
5075	Złoty Robaczy Dzwon+5
5076	Złoty Robaczy Dzwon+6
5077	Złoty Robaczy Dzwon+7
5078	Złoty Robaczy Dzwon+8
5079	Złoty Robaczy Dzwon+9
5080	Stalowy Robaczy Dzwon+0
5081	Stalowy Robaczy Dzwon+1
5082	Stalowy Robaczy Dzwon+2
5083	Stalowy Robaczy Dzwon+3
5084	Stalowy Robaczy Dzwon+4
5085	Stalowy Robaczy Dzwon+5
5086	Stalowy Robaczy Dzwon+6
5087	Stalowy Robaczy Dzwon+7
5088	Stalowy Robaczy Dzwon+8
5089	Stalowy Robaczy Dzwon+9
5090	Dzwon Burzowego Ptaka+0
5091	Dzwon Burzowego Ptaka+1
5092	Dzwon Burzowego Ptaka+2
5093	Dzwon Burzowego Ptaka+3
5094	Dzwon Burzowego Ptaka+4
5095	Dzwon Burzowego Ptaka+5
5096	Dzwon Burzowego Ptaka+6
5097	Dzwon Burzowego Ptaka+7
5098	Dzwon Burzowego Ptaka+8
5099	Dzwon Burzowego Ptaka+9
5100	Dzwon Nieba I Ziemi+0
5101	Dzwon Nieba I Ziemi+1
5102	Dzwon Nieba I Ziemi+2
5103	Dzwon Nieba I Ziemi+3
5104	Dzwon Nieba I Ziemi+4
5105	Dzwon Nieba I Ziemi+5
5106	Dzwon Nieba I Ziemi+6
5107	Dzwon Nieba I Ziemi+7
5108	Dzwon Nieba I Ziemi+8
5109	Dzwon Nieba I Ziemi+9
5110	Antyczny Dzwon+0
5111	Antyczny Dzwon+1
5112	Antyczny Dzwon+2
5113	Antyczny Dzwon+3
5114	Antyczny Dzwon+4
5115	Antyczny Dzwon+5
5116	Antyczny Dzwon+6
5117	Antyczny Dzwon+7
5118	Antyczny Dzwon+8
5119	Antyczny Dzwon+9
5120	Bambusowy Dzwon+0
5121	Bambusowy Dzwon+1
5122	Bambusowy Dzwon+2
5123	Bambusowy Dzwon+3
5124	Bambusowy Dzwon+4
5125	Bambusowy Dzwon+5
5126	Bambusowy Dzwon+6
5127	Bambusowy Dzwon+7
5128	Bambusowy Dzwon+8
5129	Bambusowy Dzwon+9
5130	Dzwon Śmierci+0
5131	Dzwon Śmierci+1
5132	Dzwon Śmierci+2
5133	Dzwon Śmierci+3
5134	Dzwon Śmierci+4
5135	Dzwon Śmierci+5
5136	Dzwon Śmierci+6
5137	Dzwon Śmierci+7
5138	Dzwon Śmierci+8
5139	Dzwon Śmierci+9
5140	Smoczy Dzwon+0
5141	Smoczy Dzwon+1
5142	Smoczy Dzwon+2
5143	Smoczy Dzwon+3
5144	Smoczy Dzwon+4
5145	Smoczy Dzwon+5
5146	Smoczy Dzwon+6
5147	Smoczy Dzwon+7
5148	Smoczy Dzwon+8
5149	Smoczy Dzwon+9
5150	Hibiskusowy Dzwon+0
5151	Hibiskusowy Dzwon+1
5152	Hibiskusowy Dzwon+2
5153	Hibiskusowy Dzwon+3
5154	Hibiskusowy Dzwon+4
5155	Hibiskusowy Dzwon+5
5156	Hibiskusowy Dzwon+6
5157	Hibiskusowy Dzwon+7
5158	Hibiskusowy Dzwon+8
5159	Hibiskusowy Dzwon+9
5330	Dzwon Szczęki Smoka+0
5331	Dzwon Szczęki Smoka+1
5332	Dzwon Szczęki Smoka+2
5333	Dzwon Szczęki Smoka+3
5334	Dzwon Szczęki Smoka+4
5335	Dzwon Szczęki Smoka+5
5336	Dzwon Szczęki Smoka+6
5337	Dzwon Szczęki Smoka+7
5338	Dzwon Szczęki Smoka+8
5339	Dzwon Szczęki Smoka+9
5340	Dzwon Smoczego Ducha+0
5341	Dzwon Smoczego Ducha+1
5342	Dzwon Smoczego Ducha+2
5343	Dzwon Smoczego Ducha+3
5344	Dzwon Smoczego Ducha+4
5345	Dzwon Smoczego Ducha+5
5346	Dzwon Smoczego Ducha+6
5347	Dzwon Smoczego Ducha+7
5348	Dzwon Smoczego Ducha+8
5349	Dzwon Smoczego Ducha+9
6000	Stalowa Pochodnia+0
6001	Stalowa Pochodnia+1
6002	Stalowa Pochodnia+2
6003	Stalowa Pochodnia+3
6004	Stalowa Pochodnia+4
6005	Stalowa Pochodnia+5
6006	Stalowa Pochodnia+6
6007	Stalowa Pochodnia+7
6008	Stalowa Pochodnia+8
6009	Stalowa Pochodnia+9
6010	Dzida Feniksa+0
6011	Dzida Feniksa+1
6012	Dzida Feniksa+2
6013	Dzida Feniksa+3
6014	Dzida Feniksa+4
6015	Dzida Feniksa+5
6016	Dzida Feniksa+6
6017	Dzida Feniksa+7
6018	Dzida Feniksa+8
6019	Dzida Feniksa+9
6020	Żelazny Szpon+0
6021	Żelazny Szpon+1
6022	Żelazny Szpon+2
6023	Żelazny Szpon+3
6024	Żelazny Szpon+4
6025	Żelazny Szpon+5
6026	Żelazny Szpon+6
6027	Żelazny Szpon+7
6028	Żelazny Szpon+8
6029	Żelazny Szpon+9
6030	Stalowy Szpon+0
6031	Stalowy Szpon+1
6032	Stalowy Szpon+2
6033	Stalowy Szpon+3
6034	Stalowy Szpon+4
6035	Stalowy Szpon+5
6036	Stalowy Szpon+6
6037	Stalowy Szpon+7
6038	Stalowy Szpon+8
6039	Stalowy Szpon+9
6040	Szpon Gryfa+0
6041	Szpon Gryfa+1
6042	Szpon Gryfa+2
6043	Szpon Gryfa+3
6044	Szpon Gryfa+4
6045	Szpon Gryfa+5
6046	Szpon Gryfa+6
6047	Szpon Gryfa+7
6048	Szpon Gryfa+8
6049	Szpon Gryfa+9
6050	Szpon Skarabeusza+0
6051	Szpon Skarabeusza+1
6052	Szpon Skarabeusza+2
6053	Szpon Skarabeusza+3
6054	Szpon Skarabeusza+4
6055	Szpon Skarabeusza+5
6056	Szpon Skarabeusza+6
6057	Szpon Skarabeusza+7
6058	Szpon Skarabeusza+8
6059	Szpon Skarabeusza+9
6060	Jastrzębi Szpon+0
6061	Jastrzębi Szpon+1
6062	Jastrzębi Szpon+2
6063	Jastrzębi Szpon+3
6064	Jastrzębi Szpon+4
6065	Jastrzębi Szpon+5
6066	Jastrzębi Szpon+6
6067	Jastrzębi Szpon+7
6068	Jastrzębi Szpon+8
6069	Jastrzębi Szpon+9
6070	Kolczasty Szpon+0
6071	Kolczasty Szpon+1
6072	Kolczasty Szpon+2
6073	Kolczasty Szpon+3
6074	Kolczasty Szpon+4
6075	Kolczasty Szpon+5
6076	Kolczasty Szpon+6
6077	Kolczasty Szpon+7
6078	Kolczasty Szpon+8
6079	Kolczasty Szpon+9
6080	Zielony Wilczy Kieł+0
6081	Zielony Wilczy Kieł+1
6082	Zielony Wilczy Kieł+2
6083	Zielony Wilczy Kieł+3
6084	Zielony Wilczy Kieł+4
6085	Zielony Wilczy Kieł+5
6086	Zielony Wilczy Kieł+6
6087	Zielony Wilczy Kieł+7
6088	Zielony Wilczy Kieł+8
6089	Zielony Wilczy Kieł+9
6090	Władca Smoków+0
6091	Władca Smoków+1
6092	Władca Smoków+2
6093	Władca Smoków+3
6094	Władca Smoków+4
6095	Władca Smoków+5
6096	Władca Smoków+6
6097	Władca Smoków+7
6098	Władca Smoków+8
6099	Władca Smoków+9
7000	Wachlarz+0
7001	Wachlarz+1
7002	Wachlarz+2
7003	Wachlarz+3
7004	Wachlarz+4
7005	Wachlarz+5
7006	Wachlarz+6
7007	Wachlarz+7
7008	Wachlarz+8
7009	Wachlarz+9
7010	Żelazny Wachlarz+0
7011	Żelazny Wachlarz+1
7012	Żelazny Wachlarz+2
7013	Żelazny Wachlarz+3
7014	Żelazny Wachlarz+4
7015	Żelazny Wachlarz+5
7016	Żelazny Wachlarz+6
7017	Żelazny Wachlarz+7
7018	Żelazny Wachlarz+8
7019	Żelazny Wachlarz+9
7020	Wachlarz Czarn. Tygr.+0
7021	Wachlarz Czarn. Tygr.+1
7022	Wachlarz Czarn. Tygr.+2
7023	Wachlarz Czarn. Tygr.+3
7024	Wachlarz Czarn. Tygr.+4
7025	Wachlarz Czarn. Tygr.+5
7026	Wachlarz Czarn. Tygr.+6
7027	Wachlarz Czarn. Tygr.+7
7028	Wachlarz Czarn. Tygr.+8
7029	Wachlarz Czarn. Tygr.+9
7030	Żurawi Wachlarz+0
7031	Żurawi Wachlarz+1
7032	Żurawi Wachlarz+2
7033	Żurawi Wachlarz+3
7034	Żurawi Wachlarz+4
7035	Żurawi Wachlarz+5
7036	Żurawi Wachlarz+6
7037	Żurawi Wachlarz+7
7038	Żurawi Wachlarz+8
7039	Żurawi Wachlarz+9
7040	Pawi Wachlarz+0
7041	Pawi Wachlarz+1
7042	Pawi Wachlarz+2
7043	Pawi Wachlarz+3
7044	Pawi Wachlarz+4
7045	Pawi Wachlarz+5
7046	Pawi Wachlarz+6
7047	Pawi Wachlarz+7
7048	Pawi Wachlarz+8
7049	Pawi Wachlarz+9
7050	Wodny Wachlarz+0
7051	Wodny Wachlarz+1
7052	Wodny Wachlarz+2
7053	Wodny Wachlarz+3
7054	Wodny Wachlarz+4
7055	Wodny Wachlarz+5
7056	Wodny Wachlarz+6
7057	Wodny Wachlarz+7
7058	Wodny Wachlarz+8
7059	Wodny Wachlarz+9
7060	Kamienny Wachlarz+0
7061	Kamienny Wachlarz+1
7062	Kamienny Wachlarz+2
7063	Kamienny Wachlarz+3
7064	Kamienny Wachlarz+4
7065	Kamienny Wachlarz+5
7066	Kamienny Wachlarz+6
7067	Kamienny Wachlarz+7
7068	Kamienny Wachlarz+8
7069	Kamienny Wachlarz+9
7070	Oceaniczny Wachlarz+0
7071	Oceaniczny Wachlarz+1
7072	Oceaniczny Wachlarz+2
7073	Oceaniczny Wachlarz+3
7074	Oceaniczny Wachlarz+4
7075	Oceaniczny Wachlarz+5
7076	Oceaniczny Wachlarz+6
7077	Oceaniczny Wachlarz+7
7078	Oceaniczny Wachlarz+8
7079	Oceaniczny Wachlarz+9
7080	Żądłowy Wachlarz+0
7081	Żądłowy Wachlarz+1
7082	Żądłowy Wachlarz+2
7083	Żądłowy Wachlarz+3
7084	Żądłowy Wachlarz+4
7085	Żądłowy Wachlarz+5
7086	Żądłowy Wachlarz+6
7087	Żądłowy Wachlarz+7
7088	Żądłowy Wachlarz+8
7089	Żądłowy Wachlarz+9
7090	Wachlarz Feniksa+0
7091	Wachlarz Feniksa+1
7092	Wachlarz Feniksa+2
7093	Wachlarz Feniksa+3
7094	Wachlarz Feniksa+4
7095	Wachlarz Feniksa+5
7096	Wachlarz Feniksa+6
7097	Wachlarz Feniksa+7
7098	Wachlarz Feniksa+8
7099	Wachlarz Feniksa+9
7100	Potrójny Wachlarz+0
7101	Potrójny Wachlarz+1
7102	Potrójny Wachlarz+2
7103	Potrójny Wachlarz+3
7104	Potrójny Wachlarz+4
7105	Potrójny Wachlarz+5
7106	Potrójny Wachlarz+6
7107	Potrójny Wachlarz+7
7108	Potrójny Wachlarz+8
7109	Potrójny Wachlarz+9
7110	Brwisty Wachlarz+0
7111	Brwisty Wachlarz+1
7112	Brwisty Wachlarz+2
7113	Brwisty Wachlarz+3
7114	Brwisty Wachlarz+4
7115	Brwisty Wachlarz+5
7116	Brwisty Wachlarz+6
7117	Brwisty Wachlarz+7
7118	Brwisty Wachlarz+8
7119	Brwisty Wachlarz+9
7120	Czarny Słon. Wachlarz+0
7121	Czarny Słon. Wachlarz+1
7122	Czarny Słon. Wachlarz+2
7123	Czarny Słon. Wachlarz+3
7124	Czarny Słon. Wachlarz+4
7125	Czarny Słon. Wachlarz+5
7126	Czarny Słon. Wachlarz+6
7127	Czarny Słon. Wachlarz+7
7128	Czarny Słon. Wachlarz+8
7129	Czarny Słon. Wachlarz+9
7130	Niebiań. Ptasi Wachl.+0
7131	Niebiań. Ptasi Wachl.+1
7132	Niebiań. Ptasi Wachl.+2
7133	Niebiań. Ptasi Wachl.+3
7134	Niebiań. Ptasi Wachl.+4
7135	Niebiań. Ptasi Wachl.+5
7136	Niebiań. Ptasi Wachl.+6
7137	Niebiań. Ptasi Wachl.+7
7138	Niebiań. Ptasi Wachl.+8
7139	Niebiań. Ptasi Wachl.+9
7140	Wachlarz Zbawienia+0
7141	Wachlarz Zbawienia+1
7142	Wachlarz Zbawienia+2
7143	Wachlarz Zbawienia+3
7144	Wachlarz Zbawienia+4
7145	Wachlarz Zbawienia+5
7146	Wachlarz Zbawienia+6
7147	Wachlarz Zbawienia+7
7148	Wachlarz Zbawienia+8
7149	Wachlarz Zbawienia+9
7150	Ekstazyjny Wachlarz+0
7151	Ekstazyjny Wachlarz+1
7152	Ekstazyjny Wachlarz+2
7153	Ekstazyjny Wachlarz+3
7154	Ekstazyjny Wachlarz+4
7155	Ekstazyjny Wachlarz+5
7156	Ekstazyjny Wachlarz+6
7157	Ekstazyjny Wachlarz+7
7158	Ekstazyjny Wachlarz+8
7159	Ekstazyjny Wachlarz+9
7160	Wachlarz Jes. Wiatru+0
7161	Wachlarz Jes. Wiatru+1
7162	Wachlarz Jes. Wiatru+2
7163	Wachlarz Jes. Wiatru+3
7164	Wachlarz Jes. Wiatru+4
7165	Wachlarz Jes. Wiatru+5
7166	Wachlarz Jes. Wiatru+6
7167	Wachlarz Jes. Wiatru+7
7168	Wachlarz Jes. Wiatru+8
7169	Wachlarz Jes. Wiatru+9
7170	Wachlarz 8 Trigramów+0
7171	Wachlarz 8 Trigramów+1
7172	Wachlarz 8 Trigramów+2
7173	Wachlarz 8 Trigramów+3
7174	Wachlarz 8 Trigramów+4
7175	Wachlarz 8 Trigramów+5
7176	Wachlarz 8 Trigramów+6
7177	Wachlarz 8 Trigramów+7
7178	Wachlarz 8 Trigramów+8
7179	Wachlarz 8 Trigramów+9
7180	Wachlarz Leżąc. Smoka+0
7181	Wachlarz Leżąc. Smoka+1
7182	Wachlarz Leżąc. Smoka+2
7183	Wachlarz Leżąc. Smoka+3
7184	Wachlarz Leżąc. Smoka+4
7185	Wachlarz Leżąc. Smoka+5
7186	Wachlarz Leżąc. Smoka+6
7187	Wachlarz Leżąc. Smoka+7
7188	Wachlarz Leżąc. Smoka+8
7189	Wachlarz Leżąc. Smoka+9
7190	Wachlarz Demona+0
7191	Wachlarz Demona+1
7192	Wachlarz Demona+2
7193	Wachlarz Demona+3
7194	Wachlarz Demona+4
7195	Wachlarz Demona+5
7196	Wachlarz Demona+6
7197	Wachlarz Demona+7
7198	Wachlarz Demona+8
7199	Wachlarz Demona+9
7200	Lanca+0
7201	Lanca+1
7202	Lanca+2
7203	Lanca+3
7204	Lanca+4
7205	Lanca+5
7206	Lanca+6
7207	Lanca+7
7208	Lanca+8
7209	Lanca+9
7370	Wachlarz Leżąc. Smoka+0
7371	Wachlarz Leżąc. Smoka+1
7372	Wachlarz Leżąc. Smoka+2
7373	Wachlarz Leżąc. Smoka+3
7374	Wachlarz Leżąc. Smoka+4
7375	Wachlarz Leżąc. Smoka+5
7376	Wachlarz Leżąc. Smoka+6
7377	Wachlarz Leżąc. Smoka+7
7378	Wachlarz Leżąc. Smoka+8
7379	Wachlarz Leżąc. Smoka+9
8000	Drewniana Strzała
8001	Bambusowa Strzała
8002	Kamienna Strzała
8003	Żelazna Strzała
8004	Stalowa Strzała
8005	Srebrna Strzała
8006	Ognista Strzała
8007	Trująca Strzała
8008	Lodowa Strzała
8009	Przeklęta Strzała
11200	Mnisia Zbr. Płyt.
11210	Żelazna Zbr. Płyt.
11220	Zbr. Płyt. Tygrysa+0
11221	Zbr. Płyt. Tygrysa+1
11222	Zbr. Płyt. Tygrysa+2
11223	Zbr. Płyt. Tygrysa+3
11224	Zbr. Płyt. Tygrysa+4
11225	Zbr. Płyt. Tygrysa+5
11226	Zbr. Płyt. Tygrysa+6
11227	Zbr. Płyt. Tygrysa+7
11228	Zbr. Płyt. Tygrysa+8
11229	Zbr. Płyt. Tygrysa+9
11230	Lwia Zbroja Płytowa+0
11231	Lwia Zbroja Płytowa+1
11232	Lwia Zbroja Płytowa+2
11233	Lwia Zbroja Płytowa+3
11234	Lwia Zbroja Płytowa+4
11235	Lwia Zbroja Płytowa+5
11236	Lwia Zbroja Płytowa+6
11237	Lwia Zbroja Płytowa+7
11238	Lwia Zbroja Płytowa+8
11239	Lwia Zbroja Płytowa+9
11240	Śmiert. Zbroja Płytowa+0
11241	Śmiert. Zbroja Płytowa+1
11242	Śmiert. Zbroja Płytowa+2
11243	Śmiert. Zbroja Płytowa+3
11244	Śmiert. Zbroja Płytowa+4
11245	Śmiert. Zbroja Płytowa+5
11246	Śmiert. Zbroja Płytowa+6
11247	Śmiert. Zbroja Płytowa+7
11248	Śmiert. Zbroja Płytowa+8
11249	Śmiert. Zbroja Płytowa+9
11250	Smocza Zbroja Płytowa+0
11251	Smocza Zbroja Płytowa+1
11252	Smocza Zbroja Płytowa+2
11253	Smocza Zbroja Płytowa+3
11254	Smocza Zbroja Płytowa+4
11255	Smocza Zbroja Płytowa+5
11256	Smocza Zbroja Płytowa+6
11257	Smocza Zbroja Płytowa+7
11258	Smocza Zbroja Płytowa+8
11259	Smocza Zbroja Płytowa+9
11260	Zbroja Płytowa Z Łusek+0
11261	Zbroja Płytowa Z Łusek+1
11262	Zbroja Płytowa Z Łusek+2
11263	Zbroja Płytowa Z Łusek+3
11264	Zbroja Płytowa Z Łusek+4
11265	Zbroja Płytowa Z Łusek+5
11266	Zbroja Płytowa Z Łusek+6
11267	Zbroja Płytowa Z Łusek+7
11268	Zbroja Płytowa Z Łusek+8
11269	Zbroja Płytowa Z Łusek+9
11270	Złota Zbroja Płytowa+0
11271	Złota Zbroja Płytowa+1
11272	Złota Zbroja Płytowa+2
11273	Złota Zbroja Płytowa+3
11274	Złota Zbroja Płytowa+4
11275	Złota Zbroja Płytowa+5
11276	Złota Zbroja Płytowa+6
11277	Złota Zbroja Płytowa+7
11278	Złota Zbroja Płytowa+8
11279	Złota Zbroja Płytowa+9
11280	Zbroja Boga Smoków+0
11281	Zbroja Boga Smoków+1
11282	Zbroja Boga Smoków+2
11283	Zbroja Boga Smoków+3
11284	Zbroja Boga Smoków+4
11285	Zbroja Boga Smoków+5
11286	Zbroja Boga Smoków+6
11287	Zbroja Boga Smoków+7
11288	Zbroja Boga Smoków+8
11289	Zbroja Boga Smoków+9
11290	Zbroja Z Czarnej Stali+0
11291	Zbroja Z Czarnej Stali+1
11292	Zbroja Z Czarnej Stali+2
11293	Zbroja Z Czarnej Stali+3
11294	Zbroja Z Czarnej Stali+4
11295	Zbroja Z Czarnej Stali+5
11296	Zbroja Z Czarnej Stali+6
11297	Zbroja Z Czarnej Stali+7
11298	Zbroja Z Czarnej Stali+8
11299	Zbroja Z Czarnej Stali+9
11400	Błękitne Ubranie
11410	Kremowe Ubranie
11420	Czerwone Ubranie+0
11421	Czerwone Ubranie+1
11422	Czerwone Ubranie+2
11423	Czerwone Ubranie+3
11424	Czerwone Ubranie+4
11425	Czerwone Ubranie+5
11426	Czerwone Ubranie+6
11427	Czerwone Ubranie+7
11428	Czerwone Ubranie+8
11429	Czerwone Ubranie+9
11430	Czer. Ubranie Mrówki+0
11431	Czer. Ubranie Mrówki+1
11432	Czer. Ubranie Mrówki+2
11433	Czer. Ubranie Mrówki+3
11434	Czer. Ubranie Mrówki+4
11435	Czer. Ubranie Mrówki+5
11436	Czer. Ubranie Mrówki+6
11437	Czer. Ubranie Mrówki+7
11438	Czer. Ubranie Mrówki+8
11439	Czer. Ubranie Mrówki+9
11440	Ubranie Lwiej Mrówki+0
11441	Ubranie Lwiej Mrówki+1
11442	Ubranie Lwiej Mrówki+2
11443	Ubranie Lwiej Mrówki+3
11444	Ubranie Lwiej Mrówki+4
11445	Ubranie Lwiej Mrówki+5
11446	Ubranie Lwiej Mrówki+6
11447	Ubranie Lwiej Mrówki+7
11448	Ubranie Lwiej Mrówki+8
11449	Ubranie Lwiej Mrówki+9
11450	Ubranie Zabójcy+0
11451	Ubranie Zabójcy+1
11452	Ubranie Zabójcy+2
11453	Ubranie Zabójcy+3
11454	Ubranie Zabójcy+4
11455	Ubranie Zabójcy+5
11456	Ubranie Zabójcy+6
11457	Ubranie Zabójcy+7
11458	Ubranie Zabójcy+8
11459	Ubranie Zabójcy+9
11460	Ubranie Młodego Smoka+0
11461	Ubranie Młodego Smoka+1
11462	Ubranie Młodego Smoka+2
11463	Ubranie Młodego Smoka+3
11464	Ubranie Młodego Smoka+4
11465	Ubranie Młodego Smoka+5
11466	Ubranie Młodego Smoka+6
11467	Ubranie Młodego Smoka+7
11468	Ubranie Młodego Smoka+8
11469	Ubranie Młodego Smoka+9
11470	Ubranie Zabój. Wiatru+0
11471	Ubranie Zabój. Wiatru+1
11472	Ubranie Zabój. Wiatru+2
11473	Ubranie Zabój. Wiatru+3
11474	Ubranie Zabój. Wiatru+4
11475	Ubranie Zabój. Wiatru+5
11476	Ubranie Zabój. Wiatru+6
11477	Ubranie Zabój. Wiatru+7
11478	Ubranie Zabój. Wiatru+8
11479	Ubranie Zabój. Wiatru+9
11480	Ubranie Fuksyjne+0
11481	Ubranie Fuksyjne+1
11482	Ubranie Fuksyjne+2
11483	Ubranie Fuksyjne+3
11484	Ubranie Fuksyjne+4
11485	Ubranie Fuksyjne+5
11486	Ubranie Fuksyjne+6
11487	Ubranie Fuksyjne+7
11488	Ubranie Fuksyjne+8
11489	Ubranie Fuksyjne+9
11490	Ubranie Czarn. Wiatru+0
11491	Ubranie Czarn. Wiatru+1
11492	Ubranie Czarn. Wiatru+2
11493	Ubranie Czarn. Wiatru+3
11494	Ubranie Czarn. Wiatru+4
11495	Ubranie Czarn. Wiatru+5
11496	Ubranie Czarn. Wiatru+6
11497	Ubranie Czarn. Wiatru+7
11498	Ubranie Czarn. Wiatru+8
11499	Ubranie Czarn. Wiatru+9
11600	Żałobna Zbr. Płyt.
11610	Burzowa Zbroj. Płyt.
11620	Nieszczęsna Zbr. Płyt.+0
11621	Nieszczęsna Zbr. Płyt.+1
11622	Nieszczęsna Zbr. Płyt.+2
11623	Nieszczęsna Zbr. Płyt.+3
11624	Nieszczęsna Zbr. Płyt.+4
11625	Nieszczęsna Zbr. Płyt.+5
11626	Nieszczęsna Zbr. Płyt.+6
11627	Nieszczęsna Zbr. Płyt.+7
11628	Nieszczęsna Zbr. Płyt.+8
11629	Nieszczęsna Zbr. Płyt.+9
11630	Upiorna Zbroja Płyt.+0
11631	Upiorna Zbroja Płyt.+1
11632	Upiorna Zbroja Płyt.+2
11633	Upiorna Zbroja Płyt.+3
